id,exp_years,diplomes,certifications,hard_skills,soft_skills,langues,localisation,mobilite,disponibilite,full_text
294,13,Licence Informatique,AWS Certified Solutions Architect,"['Firewall', 'Python', 'Nmap', 'Cisco', 'Docker', 'Penetration Testing']","['Travail en équipe', 'Créativité', 'Adaptabilité']","['Français', 'Arabe']","Genève, Suisse",Pas mobile,Dans 1 mois,"Expériences: Analyste cybersécurité chez DevFactory (2011-2012). Administrateur système chez TechCorp (2013-2015). Ingénieur DevOps chez DigitalFirst (2015-2016). Diplômes: Licence Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: Firewall, Python, Nmap, Cisco, Docker, Penetration Testing. Compétences comportementales: Travail en équipe, Créativité, Adaptabilité. Langues: Français, Arabe. Localisation: Genève, Suisse. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Technicien cloud."
295,10,PhD en Intelligence Artificielle,Scrum Master,"['PowerShell', 'Wireshark', 'Windows Server', 'Firewall', 'Docker']","['Travail en équipe', 'Résolution de problèmes', 'Gestion du temps']","['Français', 'Arabe']","Casablanca, Maroc",Ouvert au télétravail,Dans 1 mois,"Expériences: Expert sécurité chez AgileTeam (2014-2017). Ingénieur DevOps chez DigitalFirst (2016-2018). Analyste cybersécurité chez DataDriven (2018-2019). Diplômes: PhD en Intelligence Artificielle. Certifications: Scrum Master. Compétences techniques: PowerShell, Wireshark, Windows Server, Firewall, Docker. Compétences comportementales: Travail en équipe, Résolution de problèmes, Gestion du temps. Langues: Français, Arabe. Localisation: Casablanca, Maroc. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Technicien cloud."
296,14,Diplôme d'ingénieur Informatique,CEH,"['PowerShell', 'Terraform', 'Windows Server', 'SIEM', 'Metasploit', 'Linux', 'Nmap', 'Penetration Testing']","['Pensée analytique', 'Gestion du temps', 'Esprit critique']","['Français', 'Arabe']","Abidjan, Côte d'Ivoire",Ouvert au télétravail,Dans 3 mois,"Expériences: Ingénieur Cloud chez CloudInnovate (2010-2013). Administrateur système chez CloudInnovate (2012-2013). Administrateur système chez SmartTech (2014-2015). Diplômes: Diplôme d'ingénieur Informatique. Certifications: CEH. Compétences techniques: PowerShell, Terraform, Windows Server, SIEM, Metasploit, Linux, Nmap, Penetration Testing. Compétences comportementales: Pensée analytique, Gestion du temps, Esprit critique. Langues: Français, Arabe. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Conseiller support technique."
297,8,Master Design,Kubernetes Administrator,"['Wireshark', 'Terraform', 'Firewall', 'Ansible', 'Azure', 'Penetration Testing', 'SIEM']","['Leadership', 'Créativité', 'Adaptabilité']","['Anglais', 'Espagnol']","Bruxelles, Belgique",Mobile,Immédiate,"Expériences: Architecte réseau chez TechCorp (2016-2017). Ingénieur Cloud chez DevFactory (2018-2021). Ingénieur Cloud chez InnovateLab (2020-2023). Diplômes: Master Design. Certifications: Kubernetes Administrator. Compétences techniques: Wireshark, Terraform, Firewall, Ansible, Azure, Penetration Testing, SIEM. Compétences comportementales: Leadership, Créativité, Adaptabilité. Langues: Anglais, Espagnol. Localisation: Bruxelles, Belgique. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Expert Sécurité IT."
298,3,Master Data Science,Adobe Certified Expert,"['AWS', 'Bash', 'Metasploit', 'PowerShell', 'Python', 'Ansible']","['Pensée analytique', 'Empathie', 'Travail en équipe']","['Français', 'Anglais']","Casablanca, Maroc",Mobile,Dans 1 mois,"Expériences: Administrateur système chez DevFactory (2021-2023). Diplômes: Master Data Science. Certifications: Adobe Certified Expert. Compétences techniques: AWS, Bash, Metasploit, PowerShell, Python, Ansible. Compétences comportementales: Pensée analytique, Empathie, Travail en équipe. Langues: Français, Anglais. Localisation: Casablanca, Maroc. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Architecte systèmes embarqués."
299,12,Diplôme d'ingénieur Informatique,AWS Certified Solutions Architect,"['PowerShell', 'Terraform', 'Windows Server', 'SIEM', 'Metasploit', 'Linux', 'Nmap', 'Penetration Testing']","['Pensée analytique', 'Gestion du temps', 'Esprit critique']","['Français', 'Arabe']","Abidjan, Côte d'Ivoire",Ouvert au télétravail,Dans 3 mois,"Expériences: Ingénieur Cloud chez CloudInnovate (2010-2013). Administrateur système chez CloudInnovate (2012-2013). Administrateur système chez SmartTech (2014-2015). Diplômes: Diplôme d'ingénieur Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: PowerShell, Terraform, Windows Server, SIEM, Metasploit, Linux, Nmap, Penetration Testing. Compétences comportementales: Pensée analytique, Gestion du temps, Esprit critique. Langues: Français, Arabe. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Conseiller support technique."
300,8,Master Design,Kubernetes Administrator,"['Wireshark', 'Terraform', 'Firewall', 'Ansible', 'Azure', 'Penetration Testing', 'SIEM']","['Leadership', 'Créativité', 'Adaptabilité']","['Anglais', 'Espagnol']","Bruxelles, Belgique",Mobile,Immédiate,"Expériences: Architecte réseau chez TechCorp (2016-2017). Ingénieur Cloud chez DevFactory (2018-2021). Ingénieur Cloud chez InnovateLab (2020-2023). Diplômes: Master Design. Certifications: Kubernetes Administrator. Compétences techniques: Wireshark, Terraform, Firewall, Ansible, Azure, Penetration Testing, SIEM. Compétences comportementales: Leadership, Créativité, Adaptabilité. Langues: Anglais, Espagnol. Localisation: Bruxelles, Belgique. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Expert Sécurité IT."
301,3,Master Data Science,Adobe Certified Expert,"['AWS', 'Bash', 'Metasploit', 'PowerShell', 'Python', 'Ansible']","['Pensée analytique', 'Empathie', 'Travail en équipe']","['Français', 'Anglais']","Casablanca, Maroc",Mobile,Dans 1 mois,"Expériences: Administrateur système chez DevFactory (2021-2023). Diplômes: Master Data Science. Certifications: Adobe Certified Expert. Compétences techniques: AWS, Bash, Metasploit, PowerShell, Python, Ansible. Compétences comportementales: Pensée analytique, Empathie, Travail en équipe. Langues: Français, Anglais. Localisation: Casablanca, Maroc. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Architecte systèmes embarqués."
302,12,Diplôme d'ingénieur Informatique,AWS Certified Solutions Architect,"['PowerShell', 'Terraform', 'Windows Server', 'SIEM', 'Metasploit', 'Linux', 'Nmap', 'Penetration Testing']","['Pensée analytique', 'Gestion du temps', 'Esprit critique']","['Français', 'Arabe']","Abidjan, Côte d'Ivoire",Ouvert au télétravail,Dans 3 mois,"Expériences: Ingénieur Cloud chez CloudInnovate (2010-2013). Administrateur système chez CloudInnovate (2012-2013). Administrateur système chez SmartTech (2014-2015). Diplômes: Diplôme d'ingénieur Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: PowerShell, Terraform, Windows Server, SIEM, Metasploit, Linux, Nmap, Penetration Testing. Compétences comportementales: Pensée analytique, Gestion du temps, Esprit critique. Langues: Français, Arabe. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Conseiller support technique."
303,8,Master Design,Kubernetes Administrator,"['Wireshark', 'Terraform', 'Firewall', 'Ansible', 'Azure', 'Penetration Testing', 'SIEM']","['Leadership', 'Créativité', 'Adaptabilité']","['Anglais', 'Espagnol']","Bruxelles, Belgique",Mobile,Immédiate,"Expériences: Architecte réseau chez TechCorp (2016-2017). Ingénieur Cloud chez DevFactory (2018-2021). Ingénieur Cloud chez InnovateLab (2020-2023). Diplômes: Master Design. Certifications: Kubernetes Administrator. Compétences techniques: Wireshark, Terraform, Firewall, Ansible, Azure, Penetration Testing, SIEM. Compétences comportementales: Leadership, Créativité, Adaptabilité. Langues: Anglais, Espagnol. Localisation: Bruxelles, Belgique. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Expert Sécurité IT."
304,3,Master Data Science,Adobe Certified Expert,"['AWS', 'Bash', 'Metasploit', 'PowerShell', 'Python', 'Ansible']","['Pensée analytique', 'Empathie', 'Travail en équipe']","['Français', 'Anglais']","Casablanca, Maroc",Mobile,Dans 1 mois,"Expériences: Administrateur système chez DevFactory (2021-2023). Diplômes: Master Data Science. Certifications: Adobe Certified Expert. Compétences techniques: AWS, Bash, Metasploit, PowerShell, Python, Ansible. Compétences comportementales: Pensée analytique, Empathie, Travail en équipe. Langues: Français, Anglais. Localisation: Casablanca, Maroc. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Architecte systèmes embarqués."
305,12,Diplôme d'ingénieur Informatique,AWS Certified Solutions Architect,"['PowerShell', 'Terraform', 'Windows Server', 'SIEM', 'Metasploit', 'Linux', 'Nmap', 'Penetration Testing']","['Pensée analytique', 'Gestion du temps', 'Esprit critique']","['Français', 'Arabe']","Abidjan, Côte d'Ivoire",Ouvert au télétravail,Dans 3 mois,"Expériences: Ingénieur Cloud chez CloudInnovate (2010-2013). Administrateur système chez CloudInnovate (2012-2013). Administrateur système chez SmartTech (2014-2015). Diplômes: Diplôme d'ingénieur Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: PowerShell, Terraform, Windows Server, SIEM, Metasploit, Linux, Nmap, Penetration Testing. Compétences comportementales: Pensée analytique, Gestion du temps, Esprit critique. Langues: Français, Arabe. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Conseiller support technique."
306,8,Master Design,Kubernetes Administrator,"['Wireshark', 'Terraform', 'Firewall', 'Ansible', 'Azure', 'Penetration Testing', 'SIEM']","['Leadership', 'Créativité', 'Adaptabilité']","['Anglais', 'Espagnol']","Bruxelles, Belgique",Mobile,Immédiate,"Expériences: Architecte réseau chez TechCorp (2016-2017). Ingénieur Cloud chez DevFactory (2018-2021). Ingénieur Cloud chez InnovateLab (2020-2023). Diplômes: Master Design. Certifications: Kubernetes Administrator. Compétences techniques: Wireshark, Terraform, Firewall, Ansible, Azure, Penetration Testing, SIEM. Compétences comportementales: Leadership, Créativité, Adaptabilité. Langues: Anglais, Espagnol. Localisation: Bruxelles, Belgique. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Expert Sécurité IT."
307,3,Master Data Science,Adobe Certified Expert,"['AWS', 'Bash', 'Metasploit', 'PowerShell', 'Python', 'Ansible']","['Pensée analytique', 'Empathie', 'Travail en équipe']","['Français', 'Anglais']","Casablanca, Maroc",Mobile,Dans 1 mois,"Expériences: Administrateur système chez DevFactory (2021-2023). Diplômes: Master Data Science. Certifications: Adobe Certified Expert. Compétences techniques: AWS, Bash, Metasploit, PowerShell, Python, Ansible. Compétences comportementales: Pensée analytique, Empathie, Travail en équipe. Langues: Français, Anglais. Localisation: Casablanca, Maroc. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Architecte systèmes embarqués."
308,12,Diplôme d'ingénieur Informatique,AWS Certified Solutions Architect,"['PowerShell', 'Terraform', 'Windows Server', 'SIEM', 'Metasploit', 'Linux', 'Nmap', 'Penetration Testing']","['Pensée analytique', 'Gestion du temps', 'Esprit critique']","['Français', 'Arabe']","Abidjan, Côte d'Ivoire",Ouvert au télétravail,Dans 3 mois,"Expériences: Ingénieur Cloud chez CloudInnovate (2010-2013). Administrateur système chez CloudInnovate (2012-2013). Administrateur système chez SmartTech (2014-2015). Diplômes: Diplôme d'ingénieur Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: PowerShell, Terraform, Windows Server, SIEM, Metasploit, Linux, Nmap, Penetration Testing. Compétences comportementales: Pensée analytique, Gestion du temps, Esprit critique. Langues: Français, Arabe. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Conseiller support technique."
309,8,Master Design,Kubernetes Administrator,"['Wireshark', 'Terraform', 'Firewall', 'Ansible', 'Azure', 'Penetration Testing', 'SIEM']","['Leadership', 'Créativité', 'Adaptabilité']","['Anglais', 'Espagnol']","Bruxelles, Belgique",Mobile,Immédiate,"Expériences: Architecte réseau chez TechCorp (2016-2017). Ingénieur Cloud chez DevFactory (2018-2021). Ingénieur Cloud chez InnovateLab (2020-2023). Diplômes: Master Design. Certifications: Kubernetes Administrator. Compétences techniques: Wireshark, Terraform, Firewall, Ansible, Azure, Penetration Testing, SIEM. Compétences comportementales: Leadership, Créativité, Adaptabilité. Langues: Anglais, Espagnol. Localisation: Bruxelles, Belgique. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Expert Sécurité IT."
310,3,Master Data Science,Adobe Certified Expert,"['AWS', 'Bash', 'Metasploit', 'PowerShell', 'Python', 'Ansible']","['Pensée analytique', 'Empathie', 'Travail en équipe']","['Français', 'Anglais']","Casablanca, Maroc",Mobile,Dans 1 mois,"Expériences: Administrateur système chez DevFactory (2021-2023). Diplômes: Master Data Science. Certifications: Adobe Certified Expert. Compétences techniques: AWS, Bash, Metasploit, PowerShell, Python, Ansible. Compétences comportementales: Pensée analytique, Empathie, Travail en équipe. Langues: Français, Anglais. Localisation: Casablanca, Maroc. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Architecte systèmes embarqués."
311,12,Diplôme d'ingénieur Informatique,AWS Certified Solutions Architect,"['PowerShell', 'Terraform', 'Windows Server', 'SIEM', 'Metasploit', 'Linux', 'Nmap', 'Penetration Testing']","['Pensée analytique', 'Gestion du temps', 'Esprit critique']","['Français', 'Arabe']","Abidjan, Côte d'Ivoire",Ouvert au télétravail,Dans 3 mois,"Expériences: Ingénieur Cloud chez CloudInnovate (2010-2013). Administrateur système chez CloudInnovate (2012-2013). Administrateur système chez SmartTech (2014-2015). Diplômes: Diplôme d'ingénieur Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: PowerShell, Terraform, Windows Server, SIEM, Metasploit, Linux, Nmap, Penetration Testing. Compétences comportementales: Pensée analytique, Gestion du temps, Esprit critique. Langues: Français, Arabe. Localisation: Abidjan, Côte d'Ivoire. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Conseiller support technique."
312,8,Master Design,Kubernetes Administrator,"['Wireshark', 'Terraform', 'Firewall', 'Ansible', 'Azure', 'Penetration Testing', 'SIEM']","['Leadership', 'Créativité', 'Adaptabilité']","['Anglais', 'Espagnol']","Bruxelles, Belgique",Mobile,Immédiate,"Expériences: Architecte réseau chez TechCorp (2016-2017). Ingénieur Cloud chez DevFactory (2018-2021). Ingénieur Cloud chez InnovateLab (2020-2023). Diplômes: Master Design. Certifications: Kubernetes Administrator. Compétences techniques: Wireshark, Terraform, Firewall, Ansible, Azure, Penetration Testing, SIEM. Compétences comportementales: Leadership, Créativité, Adaptabilité. Langues: Anglais, Espagnol. Localisation: Bruxelles, Belgique. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Expert Sécurité IT."
